ville,temperature_type,jour,date,slug,option,token_yes,bestBid,bidVolume,bestAsk,askVolume,_collecte_le
Austin,lowest,J+1,2026-09-11,lowest-temperature-in-austin-on-september-11-2026,80-81°F,59833803166723857918601294339986006524571459322798269948309286888199285461410,,,0.39,37.32,2026-09-10T06:01:34.258022+00:00
Austin,lowest,J+1,2026-09-11,lowest-temperature-in-austin-on-september-11-2026,82-83°F,85514540404532731848572607748421374454103955946780203004266116227991574691679,,,0.39,37.32,2026-09-10T06:01:34.258022+00:00
Austin,lowest,J+1,2026-09-11,lowest-temperature-in-austin-on-september-11-2026,84-85°F,77493720670438545765220991026101041064790164947026104262228890766397668444083,,,0.39,37.32,2026-09-10T06:01:34.258022+00:00
Austin,lowest,J+1,2026-09-11,lowest-temperature-in-austin-on-september-11-2026,86°F or higher,21123439513136572894161253986271948990020435505489138624504824120526190625945,,,0.89,135,2026-09-10T06:01:34.258022+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,89°F or below,66072265281210503330499911721845000341393221282109457060377017404681616769097,,,0.003,228.95,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,90-91°F,71502313649536610323717888172635765917899937309398061044830877034109712032999,0.002,993.18,0.008,111.55,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,92-93°F,79747425756710024693214452459932817687105573205884957540499408209287914353738,0.003,484.77,0.007,76.18,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,94-95°F,102702984361741304268815670682030247524580424688050726239082938928195480803140,0.03,183,0.06,73.39,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,96-97°F,22852808698868286536278783399452851867247855570349685764299388796354322916036,0.22,308.11,0.23,276.63,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,98-99°F,5074924099985337774469575305765190283958207691647540657891946212986691434047,0.55,10.45,0.59,15,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,100-101°F,114548285739289279250441790941958713789259496740576640363899890145914608299528,0.16,120.21,0.18,126.72,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,102-103°F,11890923602356066738758408254484753084160431554431990550407471960202503474822,0.01,1252.24,0.03,26.56,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,104-105°F,96944659477476096793327665295622273069839109673287685057858663533621411515079,0.001,67.33,0.008,32.67,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,106-107°F,81578599855252658246184104723743624048183698669574149768717836215417042650583,,,0.001,3115.33,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+0,2026-09-10,highest-temperature-in-dallas-on-september-10-2026,108°F or higher,97482429021450322978094811507413275952176813745459038644322809875264767035247,,,0.001,3326.92,2026-09-10T06:01:37.234834+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,89°F or below,59650196531566530596149934317983786964730876216219134519579065926770945937753,0.009,28.85,0.025,34.78,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,90-91°F,88209788298468367292489613875640671710951863409885018809657218384666948997072,0.03,115.03,0.05,20,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,92-93°F,47730453542028301062674103448308482703544692197655387123890629704784476447768,0.1,159.71,0.12,45,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,94-95°F,111522120289659918661683818406200553351104348619453267207530588867617913777594,0.18,121.85,0.2,240.95,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,96-97°F,96362577594332144750722545070239887284307342777279952719816350744127302875875,0.23,327.93,0.27,101.48,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,98-99°F,42413420857631710531199176056817620419456670620246141653121886577881192047330,0.24,283.42,0.27,12.87,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,100-101°F,55578278272069014119148253328793086875198300574890135365311595791880766868211,0.09,1.68,0.1,82,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,102-103°F,60745235579038735647521280995375283370859465219586450680014206860282594238442,0.03,112.84,0.05,71.01,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,104-105°F,82822499843531516965857297677318455165169866020066275565798965649795749720501,,,0.02,128.56,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,106-107°F,67496208811583185845839672028167857133487502800543496275502730313897064144261,0.002,6.38,0.009,29.06,2026-09-10T06:01:40.302879+00:00
Dallas,highest,J+1,2026-09-11,highest-temperature-in-dallas-on-september-11-2026,108°F or higher,55359910292254889848390778725911068813013067896699725024192184154338837705538,,,0.004,79.98,2026-09-10T06:01:40.302879+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,71°F or below,49208358721646567373008355615593002160505731904828372029057943373592111454169,,,0.14,46,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,72-73°F,51366742602326699321924445088629959567179901567595955038783779822215837191371,,,0.15,9,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,74-75°F,108679831344100621783391641735820656214877786598241309080091987946479648002393,,,0.16,9,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,76-77°F,63685384187676703854377055355211573601474797733513795087421922891747294436429,0.03,11,0.18,9,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,78-79°F,10078764931009008072097411349067046302142303937612641508039226950407085939864,0.04,65,0.4,5,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,80-81°F,36990422454209832450688439280020573305426723858500982464548623833178555237629,0.04,65,0.44,5.35,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,82-83°F,107555155804394889634297854775412003119583629365889026570839244580052098838132,0.02,115,0.4,5,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,84-85°F,3230622283402112095580351496350410699209320824112912796847645557821542049295,0.01,235,0.18,9,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,86-87°F,15355772806794418444144586124640347344836567986840531440309180823043871540303,,,0.15,9,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,88-89°F,114121407434629750640391489220208743553821708438588885470110450842889106789337,,,0.001,508,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+0,2026-09-10,lowest-temperature-in-dallas-on-september-10-2026,90°F or higher,15361423585032870789154784349162236597129010506714545181264272107019465355534,,,0.001,500,2026-09-10T06:01:43.269572+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,71°F or below,4242375672356190957692169794507249891275502460095495838732060265821961651669,,,0.13,19,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,72-73°F,50153003432272201336544863242966543118251407777174929541192479752777851862686,,,0.16,9,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,74-75°F,102204625981122859151832390853778421426685208956745631483456118603472367405523,,,0.16,9,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,76-77°F,48294023260448702231817570325278282568871882476763845767386403493516393697921,,,0.17,60,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,78-79°F,39706272372975225401598503631084323334830756548603368408029839085380216151972,0.13,5,0.4,5,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,80-81°F,55300699339082671316318526395638177466289457789874908851439126712919885937874,0.35,62.61,0.4,5,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,82-83°F,23932658280005054732373354958906129810367961855122485843561975823260778702332,0.12,15,0.39,37.32,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,84-85°F,97059440236938535207503170167393729442631172756701034316380489325957718107421,,,0.17,9,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,86-87°F,115490434423098615345945206338386372891430738223032556183270486607682262345209,,,0.16,9,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,88-89°F,90839914243648779091875897844115196316427946180783550609411898682922913294749,,,0.16,9,2026-09-10T06:01:46.465478+00:00
Dallas,lowest,J+1,2026-09-11,lowest-temperature-in-dallas-on-september-11-2026,90°F or higher,23971236076387708989206539134738107080242788041313380886601701735808452470767,,,0.11,61,2026-09-10T06:01:46.465478+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,79°F or below,53454312114327357210534842809394883864829025527862329192431047012151982850396,,,0.005,607.77,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,80-81°F,6579538246109328224450032937501127612085244524708637014010029605250243467760,,,0.004,100,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,82-83°F,103986430262585335914223563680105967929262498087255190033269931900703454589392,0.002,1041.31,0.006,185,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,84-85°F,68599049619672645780422297592829697547182218381624590681721156734763644160466,0.01,269.33,0.03,25.1,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,86-87°F,25123172225938202526902337951425928552347686064241564875711667695921017297498,0.08,8.99,0.1,21.59,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,88-89°F,32238451998779886812827227003783026749403848526056190840275545875850547153097,0.67,52.99,0.68,6.25,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,90-91°F,88397881677301420772730929962049395392177343257460324502175932774306647949557,0.24,20.59,0.26,27.34,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,92-93°F,109454996053797220891590370708103766179060653019512301503440639622704614259933,,,0.03,24.81,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,94-95°F,101565256005598068294551406889265816826455024251383639879176072464534390858343,0.002,881.31,0.006,129,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,96-97°F,28953392151910999592779076865949998648235852589017960135866334156865012449937,,,0.005,61.05,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+0,2026-09-10,highest-temperature-in-denver-on-september-10-2026,98°F or higher,15388159605666969132031586764068781624758071126662130884858640869012741314692,,,0.001,279.98,2026-09-10T06:01:49.467740+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,79°F or below,72751304618568388063495475578466057591520316755387593968985771444165441270542,0.001,493.79,0.002,4.86,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,80-81°F,14792630256447379233010805988077360577649503421157071451502303297999606659786,,,0.003,10,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,82-83°F,70195573592843214183468260969027566066711051657063317520144355730970814801714,0.005,40,0.011,14.59,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,84-85°F,82749398831202511780713299445186944233022911822916263592069447414818986293895,0.02,83.69,0.03,33.46,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,86-87°F,99337201941114751980976543081600563377901662473343924074776459032763631671233,0.04,96,0.07,65,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,88-89°F,115327280905252285298442351335595072070579973854319733662851790767890001154991,0.23,1027.44,0.26,150.03,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,90-91°F,53834824290760860950289347453475672195807488916889722883340404913007951147095,0.48,213.15,0.49,5,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,92-93°F,101107133217437424751794203879249408846778819693580307094964549290149452826339,0.19,123.68,0.21,17.34,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,94-95°F,35213626556608378399158867639610496317219811008338054305895453807486674646333,0.02,303.39,0.04,12.83,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,96-97°F,58842061440162620384910022988349582250255951967658441346339440423047047609700,0.01,316.08,0.02,156.66,2026-09-10T06:01:52.411242+00:00
Denver,highest,J+1,2026-09-11,highest-temperature-in-denver-on-september-11-2026,98°F or higher,24666279545799997924884820400301723802205540177296004503464008842089454478848,,,0.02,479.56,2026-09-10T06:01:52.411242+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,51°F or below,57320902076230172552483161704643000308459664976711728709054235105974366969674,0.03,0.22,0.89,5,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,52-53°F,51114527382635773334206110434602300960501621701522254861889039012999244135117,0.08,15,0.44,5.35,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,54-55°F,105473934580032492848859303301951825562270802234705793430910347555749359529379,0.04,15,0.44,5.35,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,56-57°F,7657818003260218830693498298705064866847771119563529155210757529672612878051,0.1,26,0.44,5.35,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,58-59°F,72326614744715447051529984026359257300425612354892200714404467589806972696415,0.04,65,0.4,5,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,60-61°F,69560779190448103923740790899871085220895238987560118396002049264082920388185,0.01,235,0.4,5,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,62-63°F,5962834804405060136973144208884919067733287466304708286438625953925515309406,0.01,35,0.4,5,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,64-65°F,29361033158219952778757790643674700644569871916212645730668814355698955373480,0.01,30,0.4,5,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,66-67°F,110026134015835016751148714041153390298142288454041458328162034123117626491784,,,0.4,5,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,68-69°F,26928508924588421891716842723284705276918927877167437216062403803465798039472,,,0.4,5,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+0,2026-09-10,lowest-temperature-in-denver-on-september-10-2026,70°F or higher,94531240134312523324794078080558261428794291142673360898748816606878463334581,,,0.98,50,2026-09-10T06:01:55.432505+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,53°F or below,67164147461897148508601587343656888998086451033945516758327152811838372181055,,,0.9,105,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,54-55°F,98999299286192338928369577965044133406559663111506900188110777944351718347666,,,0.39,37.32,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,56-57°F,55328182025941625982854544938157780162997459753795014089187931173053029790567,0.06,48.33,0.39,37.32,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,58-59°F,63620383377158849388055077039680518151976319338674011065505596942503412290513,0.08,40,0.4,42.77,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,60-61°F,17272149268512895410940667120755778778751980610402562816618499672331430232616,0.17,143.03,0.4,5,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,62-63°F,50597965220357409466252739659205298617764390906523446035288543227629353978702,0.07,43.57,0.4,5,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,64-65°F,59356837099759525110115111650060144323667950359669040884982087778558241664034,,,0.39,37.32,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,66-67°F,85169454486168961207943424302033433356053797285363958312515710560126287995019,,,0.39,37.32,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,68-69°F,72723174641996426605132285078504250179686345128978976771035794663736011845154,,,0.39,37.32,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,70-71°F,32457096667414163554676822115362077130483204857437787604170401854971371855881,,,0.39,37.32,2026-09-10T06:01:58.555200+00:00
Denver,lowest,J+1,2026-09-11,lowest-temperature-in-denver-on-september-11-2026,72°F or higher,81066138003950406633642726482586281278480182036274783432733035154385679036098,,,0.03,56,2026-09-10T06:01:58.555200+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,82-83°F,51838460051284115838847394671699971705128541799614035658381632354918528748307,0.02,297.73,0.03,55,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,84-85°F,7011510278846981460086587865864818718274108550433382277179562570135423374421,0.003,369.82,0.008,10,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,86-87°F,25880466740021378285416395589017669610460072716979171724262801153026911189770,,,0.001,277.3,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,88°F or higher,16542442058016391445157788367685329922888146973105428029249065682081389028540,,,0.001,3474.28,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,69°F or below,68980550464122738335041239340361251676157617626337910474500126169938572831521,,,0.001,458.3,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,70-71°F,46092819263676246282980418377970514532524504097496393557509695486717964031250,,,0.004,204,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,72-73°F,4718327243202903669761491728409632278565705368303404833809924101240584254201,0.001,100,0.009,218.11,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,74-75°F,99468675576453023635377753597340340106896731318640725353929353631744574256468,0.02,89.5,0.03,100.17,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,76-77°F,18044815839621831108559336219788153642884394548512504108599758986069493531054,0.23,34.12,0.24,33.61,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,78-79°F,34282396618659702398406693547143639113208244425458003406320514733250469451211,0.64,349.26,0.65,24.77,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+0,2026-09-10,highest-temperature-in-chicago-on-september-10-2026,80-81°F,33678648975750458585002348085012799381520702310711908924230409195181955763036,0.09,20,0.11,10.01,2026-09-10T06:02:01.492896+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,72-73°F,93832821970965452900363335398496035794551990153857335700487482163650886510166,0.005,90,0.009,13.62,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,74-75°F,75701615458808363152184165980248895713115481784822279777087862445162274442593,0.001,102.37,0.009,13.59,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,76-77°F,5643415693559829752816506613059403528249819140437965410154319328110235192360,0.03,160,0.05,91.6,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,78-79°F,59658615662169646798695519274587303747954954476885767029782563020789554625527,0.4,6.6,0.41,264.74,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,80-81°F,25369729201251218863792160108817130887770402880829423648740821719723950654925,0.48,188.63,0.5,164.2,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,82-83°F,23364416618489355702169890702035136124804325131838236416328514962679846477645,0.07,268.4,0.09,26.6,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,84-85°F,17475886108535082140982067772651059798920890151447264298608329341176812113434,0.02,184.12,0.03,30,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,86-87°F,57520566886077205238968815344445872373168897369345597284743026391370285821346,,,0.02,5.97,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,88-89°F,69350578719043720379388439906889640982865657629797489075692147591731922516714,0.002,61,0.009,13.62,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,90°F or higher,97858136812513090660844941246727890550438112768053760097774699084188032114708,,,0.004,140.48,2026-09-10T06:02:04.432091+00:00
Chicago,highest,J+1,2026-09-11,highest-temperature-in-chicago-on-september-11-2026,71°F or below,1423422954140634130322609520034789384068404740039428763932483224497265496724,0.001,18.64,0.004,84.98,2026-09-10T06:02:04.432091+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,57°F or below,72636942159719790656886186304052311329463275594225234621806701928212169854482,,,0.5,5,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,58-59°F,81357835004334488110132064019053034599873499492297314903843008680181020238579,0.02,5,0.4,30,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,60-61°F,81865004132554147955603073241569847044767827986878854004849281328527300645754,0.01,235,0.4,5,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,62-63°F,20916713264637995911295786061097304819597346826406510889437692352398860510907,0.04,65,0.4,5,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,64-65°F,79210261846686335770489957333112638937441416987349173314068630314854661242211,0.15,15,0.44,5.35,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,66-67°F,6862535232587066462968779217916997290849271831196928162838623344367491619740,0.04,65,0.4,5,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,68-69°F,81424929072390138948882341974573993563205330083374023500103080140405319164902,0.04,65,0.4,5,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,70-71°F,15593442479096140087444659851382533722047276488062158293052500854333265241794,0.02,15,0.4,5,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,72-73°F,59384839198679661039605689063044665137294653354476123583765674826908410040073,,,0.001,508,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,74-75°F,43499657596670003418999908736119442242409678871631830218362860117442970811758,,,0.001,508,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+0,2026-09-10,lowest-temperature-in-chicago-on-september-10-2026,76°F or higher,24704223045674067000032700664383113240359911358186474128385923408428187098820,,,0.001,508,2026-09-10T06:02:07.432737+00:00
Chicago,lowest,J+1,2026-09-11,lowest-temperature-in-chicago-on-september-11-2026,51°F or below,11348894898180222045423772874512747060653437874525780771741511948563508146999,,,0.55,10,2026-09-10T06:02:10.429715+00:00
Chicago,lowest,J+1,2026-09-11,lowest-temperature-in-chicago-on-september-11-2026,52-53°F,1889498390534924097323425008701915425163250477823916074592734003080931237161,,,0.39,37.32,2026-09-10T06:02:10.429715+00:00
Chicago,lowest,J+1,2026-09-11,lowest-temperature-in-chicago-on-september-11-2026,54-55°F,8106049270804388846004427366496062835175933233151771321481302189376788769330,,,0.39,37.32,2026-09-10T06:02:10.429715+00:00
Chicago,lowest,J+1,2026-09-11,lowest-temperature-in-chicago-on-september-11-2026,56-57°F,18492142752549637374596090421256932108041529868354079370990097707382717144897,,,0.39,37.32,2026-09-10T06:02:10.429715+00:00
Chicago,lowest,J+1,2026-09-11,lowest-temperature-in-chicago-on-september-11-2026,58-59°F,36489858323286168942361030789276065390950195878747582810346498119621893631758,0.04,481.66,0.4,5,2026-09-10T06:02:10.429715+00:00
